age	marital	education	housing.loan	personal.loan	contact	day.of.week	duration.contact	number.contatcs.campaign	poutcome	term.deposit
44	divorced	university.degree	1	0	cellular	fri	230	1	nonexistent	0
52	married	basic	1	0	telephone	mon	699	2	nonexistent	0
51	married	high.school	1	0	cellular	wed	809	1	failure	1
38	married	university.degree	1	0	cellular	fri	1276	1	nonexistent	1
34	married	professional.course	0	0	cellular	fri	83	2	failure	0
23	single	high.school	0	0	cellular	wed	251	1	nonexistent	0
30	single	university.degree	0	0	telephone	wed	25	1	nonexistent	0
26	married	basic	0	0	telephone	wed	389	1	nonexistent	0
24	single	university.degree	1	1	cellular	tue	696	1	failure	0
34	married	basic	1	1	cellular	wed	102	2	nonexistent	0
32	divorced	university.degree	0	0	cellular	tue	342	3	nonexistent	0
27	single	university.degree	1	1	telephone	wed	161	1	nonexistent	0
39	married	basic	1	0	cellular	thu	223	6	nonexistent	0
29	married	professional.course	0	0	telephone	wed	34	8	nonexistent	0
42	single	university.degree	1	1	cellular	wed	275	8	nonexistent	0
30	single	university.degree	0	1	cellular	fri	81	2	nonexistent	0
38	married	university.degree	1	0	cellular	wed	172	3	nonexistent	0
49	married	basic	0	0	cellular	thu	139	2	nonexistent	0
30	single	university.degree	1	0	cellular	mon	232	2	failure	0
41	married	high.school	1	0	cellular	fri	239	1	nonexistent	0
56	married	basic	0	0	telephone	fri	143	2	nonexistent	0
58	single	basic	1	0	cellular	wed	127	2	nonexistent	0
52	divorced	basic	1	0	cellular	thu	291	1	failure	0
32	married	professional.course	1	0	cellular	wed	173	3	nonexistent	0
51	married	university.degree	1	0	cellular	mon	131	2	failure	0
31	married	university.degree	1	0	cellular	fri	73	1	nonexistent	0
34	married	professional.course	1	0	cellular	fri	36	1	nonexistent	0
36	married	university.degree	1	0	cellular	fri	334	3	nonexistent	0
30	divorced	basic	0	0	telephone	thu	177	1	nonexistent	0
51	single	university.degree	1	1	cellular	fri	263	2	nonexistent	0
26	married	basic	1	0	cellular	mon	159	2	nonexistent	0
39	married	university.degree	1	0	cellular	thu	217	3	nonexistent	0
38	married	university.degree	0	0	telephone	tue	477	11	nonexistent	0
41	married	basic	0	0	telephone	tue	216	1	nonexistent	0
43	married	high.school	1	1	telephone	mon	329	2	nonexistent	0
28	married	basic	0	0	telephone	tue	151	7	nonexistent	0
34	married	professional.course	1	0	cellular	wed	144	5	nonexistent	0
64	divorced	basic	1	0	cellular	wed	604	2	nonexistent	0
35	married	professional.course	1	1	telephone	wed	634	2	nonexistent	0
40	married	basic	1	0	cellular	tue	107	4	nonexistent	0
46	single	basic	0	1	cellular	thu	245	2	failure	0
33	married	university.degree	1	0	cellular	tue	690	1	nonexistent	1
74	married	university.degree	0	0	telephone	mon	160	1	nonexistent	0
40	married	high.school	1	0	cellular	wed	286	1	nonexistent	0
46	married	high.school	0	0	cellular	mon	93	3	nonexistent	0
41	divorced	professional.course	1	0	cellular	thu	72	1	nonexistent	0
30	single	university.degree	1	0	cellular	thu	103	2	nonexistent	0
44	married	university.degree	1	0	cellular	tue	201	1	nonexistent	0
50	married	basic	1	0	telephone	fri	74	1	nonexistent	0
29	single	professional.course	1	0	cellular	mon	245	1	nonexistent	0
51	divorced	basic	1	0	cellular	tue	314	4	nonexistent	0
52	married	basic	0	0	telephone	fri	136	2	nonexistent	0
27	single	high.school	0	0	telephone	thu	198	3	nonexistent	0
44	married	basic	1	0	telephone	tue	249	1	nonexistent	0
34	married	basic	0	0	cellular	mon	123	2	nonexistent	0
23	single	high.school	1	0	cellular	mon	226	2	failure	1
30	single	professional.course	0	0	cellular	tue	136	2	nonexistent	0
26	single	high.school	1	0	cellular	mon	113	2	nonexistent	0
35	married	university.degree	1	0	cellular	mon	262	3	nonexistent	0
24	single	university.degree	0	0	cellular	wed	141	4	nonexistent	0
38	married	basic	0	0	cellular	tue	1058	1	nonexistent	1
36	married	high.school	0	0	telephone	thu	263	3	nonexistent	0
24	single	university.degree	0	0	cellular	thu	299	3	nonexistent	0
31	married	university.degree	1	0	cellular	wed	181	2	nonexistent	0
41	married	university.degree	1	0	cellular	wed	206	1	nonexistent	0
39	married	university.degree	1	0	telephone	thu	168	2	nonexistent	0
36	divorced	professional.course	0	0	telephone	mon	90	4	nonexistent	0
33	married	professional.course	0	0	cellular	thu	285	1	nonexistent	1
34	married	professional.course	1	0	cellular	tue	135	3	nonexistent	0
42	divorced	professional.course	0	1	telephone	fri	286	3	nonexistent	0
51	married	high.school	0	0	cellular	fri	11	4	nonexistent	0
34	single	basic	1	1	cellular	wed	195	1	nonexistent	0
33	single	university.degree	1	1	cellular	tue	275	6	nonexistent	0
37	married	university.degree	1	0	cellular	fri	292	1	success	1
33	married	basic	0	1	telephone	mon	9	1	nonexistent	0
36	married	basic	0	0	cellular	mon	73	2	nonexistent	0
43	married	high.school	0	0	cellular	thu	81	1	nonexistent	0
47	married	basic	1	1	cellular	mon	298	3	nonexistent	0
32	married	university.degree	1	1	cellular	wed	224	1	nonexistent	0
42	single	university.degree	0	0	cellular	mon	1013	3	nonexistent	0
36	married	university.degree	1	0	cellular	fri	248	1	nonexistent	0
31	single	basic	0	0	telephone	thu	285	2	nonexistent	0
41	divorced	basic	0	0	telephone	mon	141	1	nonexistent	0
31	married	basic	0	1	cellular	thu	1319	5	nonexistent	1
36	single	professional.course	0	0	cellular	fri	146	2	nonexistent	1
46	married	basic	0	1	cellular	wed	227	2	nonexistent	0
35	divorced	high.school	0	0	cellular	mon	49	3	nonexistent	0
30	married	high.school	1	0	telephone	thu	212	6	nonexistent	0
35	single	university.degree	1	0	telephone	wed	294	1	nonexistent	0
47	married	basic	0	0	telephone	fri	190	1	nonexistent	0
35	single	high.school	1	1	cellular	fri	130	2	nonexistent	0
37	single	high.school	1	0	telephone	tue	49	4	nonexistent	0
31	single	university.degree	0	0	telephone	mon	237	1	nonexistent	0
49	divorced	high.school	1	0	cellular	thu	388	1	nonexistent	0
57	married	university.degree	0	0	cellular	mon	83	4	nonexistent	0
33	divorced	basic	1	0	telephone	thu	155	1	nonexistent	0
35	married	basic	1	0	telephone	fri	115	6	nonexistent	0
39	single	university.degree	1	1	cellular	mon	861	6	failure	0
34	married	basic	1	0	cellular	mon	95	1	nonexistent	0
32	single	high.school	0	1	telephone	fri	180	2	nonexistent	0
35	single	university.degree	0	0	telephone	thu	618	1	nonexistent	1
53	married	university.degree	0	0	cellular	fri	59	3	nonexistent	0
30	married	university.degree	1	0	telephone	wed	31	2	nonexistent	0
44	married	high.school	0	0	cellular	mon	271	2	failure	0
50	married	basic	0	0	cellular	thu	23	14	nonexistent	0
56	married	high.school	1	0	telephone	mon	167	3	nonexistent	0
58	divorced	high.school	1	0	cellular	tue	145	2	nonexistent	0
54	married	university.degree	0	0	telephone	thu	322	2	nonexistent	0
40	single	university.degree	0	0	cellular	mon	130	1	failure	1
31	married	basic	0	0	cellular	fri	103	2	nonexistent	0
41	married	high.school	1	0	cellular	tue	181	1	failure	0
31	single	high.school	1	0	cellular	thu	361	1	nonexistent	0
39	married	high.school	1	1	cellular	tue	200	1	nonexistent	0
37	married	high.school	1	0	telephone	mon	166	4	nonexistent	0
50	married	university.degree	1	0	cellular	fri	367	1	nonexistent	0
49	married	basic	0	0	telephone	fri	187	1	nonexistent	0
31	married	university.degree	0	0	telephone	wed	197	2	nonexistent	0
35	married	professional.course	1	0	cellular	thu	218	2	success	1
52	married	university.degree	1	0	telephone	fri	412	1	nonexistent	0
33	married	university.degree	0	0	telephone	thu	166	3	nonexistent	0
32	married	basic	0	0	cellular	mon	299	3	nonexistent	0
35	married	university.degree	1	0	cellular	thu	584	1	nonexistent	0
54	married	university.degree	1	1	cellular	fri	204	1	failure	1
27	single	high.school	0	0	cellular	tue	509	4	nonexistent	1
52	married	professional.course	1	1	telephone	tue	280	1	nonexistent	0
32	married	university.degree	1	1	cellular	fri	131	1	nonexistent	0
36	single	high.school	1	0	cellular	thu	27	1	failure	0
27	married	professional.course	0	0	cellular	thu	584	1	nonexistent	0
39	single	basic	1	0	cellular	mon	78	2	nonexistent	0
34	married	university.degree	0	1	cellular	fri	77	3	nonexistent	0
35	married	basic	1	0	telephone	wed	162	1	nonexistent	0
32	single	university.degree	0	0	telephone	wed	180	1	nonexistent	0
42	married	professional.course	0	0	cellular	wed	96	1	failure	0
42	married	high.school	0	0	cellular	mon	651	2	failure	1
37	single	university.degree	1	0	telephone	fri	415	1	nonexistent	0
34	married	university.degree	1	1	cellular	fri	85	3	nonexistent	0
27	single	high.school	1	0	cellular	thu	130	1	nonexistent	0
49	married	basic	0	0	telephone	thu	1149	2	nonexistent	1
35	married	university.degree	0	0	telephone	tue	235	4	nonexistent	0
22	single	basic	1	0	telephone	mon	110	7	nonexistent	0
45	divorced	university.degree	1	0	telephone	thu	105	1	nonexistent	0
29	married	high.school	1	0	telephone	wed	42	1	nonexistent	0
59	married	professional.course	1	0	telephone	wed	240	3	failure	0
55	divorced	basic	0	0	telephone	mon	228	2	nonexistent	0
43	married	professional.course	1	0	telephone	thu	193	2	nonexistent	0
47	married	high.school	1	0	cellular	fri	181	1	nonexistent	0
41	divorced	basic	1	0	cellular	thu	102	1	nonexistent	0
50	married	basic	1	0	telephone	mon	192	2	nonexistent	0
46	married	university.degree	1	0	cellular	tue	148	2	nonexistent	0
32	married	high.school	1	1	telephone	wed	184	9	nonexistent	0
47	single	basic	1	1	cellular	mon	431	3	nonexistent	0
54	married	university.degree	0	1	telephone	thu	82	2	nonexistent	0
29	married	university.degree	0	0	cellular	mon	135	3	failure	0
33	married	university.degree	0	0	cellular	thu	157	6	nonexistent	0
31	single	university.degree	0	0	cellular	fri	608	3	success	1
27	single	basic	1	0	cellular	tue	339	2	failure	0
25	single	high.school	0	0	cellular	thu	244	1	nonexistent	1
34	married	university.degree	1	0	cellular	wed	686	1	nonexistent	1
35	married	high.school	0	0	telephone	mon	165	5	nonexistent	0
37	married	basic	1	0	telephone	wed	211	1	nonexistent	0
34	single	university.degree	1	1	cellular	wed	455	3	nonexistent	1
33	single	basic	0	1	cellular	tue	807	3	failure	0
54	married	high.school	1	0	cellular	thu	204	4	nonexistent	0
30	married	basic	1	0	cellular	wed	175	1	failure	0
40	married	basic	0	0	telephone	mon	258	2	nonexistent	0
37	single	high.school	1	0	cellular	thu	44	2	nonexistent	0
34	divorced	university.degree	1	1	cellular	fri	73	1	nonexistent	0
59	married	university.degree	1	0	cellular	thu	17	18	nonexistent	0
25	single	university.degree	1	0	cellular	thu	420	1	success	0
58	married	university.degree	1	0	cellular	thu	344	2	nonexistent	1
33	married	university.degree	1	0	cellular	mon	182	1	nonexistent	0
50	married	basic	1	0	cellular	fri	80	1	nonexistent	0
39	married	basic	0	0	telephone	thu	393	1	nonexistent	0
30	single	high.school	0	0	cellular	mon	638	4	nonexistent	1
33	married	high.school	1	0	telephone	wed	641	1	nonexistent	0
33	married	university.degree	0	0	telephone	fri	21	1	nonexistent	0
41	married	professional.course	1	0	telephone	wed	446	2	nonexistent	0
36	married	university.degree	1	0	telephone	fri	170	4	nonexistent	0
44	married	university.degree	1	1	cellular	thu	96	1	nonexistent	0
57	married	basic	1	1	telephone	tue	1348	4	nonexistent	1
40	married	basic	0	0	telephone	tue	85	2	nonexistent	0
42	married	basic	0	0	telephone	fri	148	9	nonexistent	0
41	single	university.degree	1	1	telephone	wed	23	17	nonexistent	0
41	married	university.degree	1	0	cellular	thu	324	1	nonexistent	1
33	married	professional.course	1	1	cellular	thu	331	1	nonexistent	0
32	single	high.school	0	0	telephone	wed	40	5	nonexistent	0
45	married	university.degree	0	0	telephone	tue	550	2	nonexistent	0
29	single	university.degree	0	0	cellular	thu	442	3	nonexistent	0
35	single	basic	0	0	cellular	wed	178	1	failure	0
35	married	university.degree	1	0	cellular	wed	110	2	failure	0
45	married	university.degree	0	0	cellular	fri	27	2	nonexistent	0
34	married	professional.course	0	1	telephone	fri	388	2	nonexistent	0
41	married	professional.course	1	0	cellular	mon	545	2	nonexistent	1
50	married	basic	1	0	cellular	wed	146	1	failure	0
28	single	basic	1	0	telephone	thu	166	1	nonexistent	0
33	married	university.degree	1	0	telephone	thu	139	2	nonexistent	0
42	married	university.degree	1	0	cellular	wed	301	1	nonexistent	0
43	married	basic	0	0	telephone	fri	218	3	nonexistent	0
42	married	university.degree	0	0	cellular	wed	179	1	success	1
56	married	basic	0	1	cellular	thu	360	1	nonexistent	0
29	single	university.degree	1	0	cellular	thu	489	1	nonexistent	0
31	single	high.school	1	0	cellular	wed	125	3	nonexistent	0
31	single	high.school	1	0	cellular	thu	304	2	nonexistent	0
28	married	basic	0	0	cellular	tue	189	1	nonexistent	0
43	married	university.degree	1	1	telephone	tue	377	1	nonexistent	0
44	single	high.school	1	0	cellular	wed	728	1	nonexistent	0
43	married	high.school	1	0	cellular	mon	128	22	nonexistent	0
41	single	basic	1	0	cellular	fri	278	1	nonexistent	0
31	single	university.degree	0	0	telephone	tue	387	1	nonexistent	0
59	married	university.degree	1	1	telephone	thu	29	9	nonexistent	0
32	single	university.degree	1	0	cellular	tue	71	4	nonexistent	0
24	single	high.school	0	0	cellular	tue	292	1	failure	0
31	single	basic	0	0	telephone	wed	767	2	nonexistent	1
38	single	high.school	1	1	cellular	thu	1476	4	nonexistent	0
37	divorced	university.degree	1	0	cellular	mon	176	1	nonexistent	0
33	married	university.degree	1	0	telephone	fri	52	4	nonexistent	0
27	single	university.degree	1	1	cellular	mon	150	4	nonexistent	0
34	married	high.school	0	0	telephone	thu	285	1	nonexistent	0
46	married	basic	1	0	cellular	tue	32	1	failure	0
30	married	high.school	0	0	cellular	wed	227	1	nonexistent	0
31	single	basic	0	0	cellular	fri	12	8	nonexistent	0
56	married	university.degree	0	1	telephone	wed	171	1	nonexistent	0
52	married	high.school	0	0	cellular	wed	183	1	nonexistent	0
30	married	professional.course	1	0	telephone	thu	501	2	nonexistent	0
34	married	basic	0	0	telephone	fri	381	3	nonexistent	0
31	married	high.school	0	0	cellular	thu	142	1	nonexistent	1
33	married	university.degree	1	0	cellular	fri	482	1	success	1
33	single	university.degree	1	1	telephone	wed	117	1	nonexistent	0
30	single	university.degree	1	0	cellular	mon	14	13	nonexistent	0
28	single	university.degree	0	0	cellular	fri	69	1	nonexistent	0
24	single	professional.course	0	0	telephone	tue	240	4	nonexistent	0
41	married	basic	1	1	cellular	wed	389	2	nonexistent	0
26	married	high.school	0	0	telephone	thu	326	4	nonexistent	0
45	single	basic	0	0	telephone	mon	569	4	nonexistent	1
42	married	university.degree	1	0	telephone	thu	160	2	nonexistent	0
41	married	high.school	0	0	cellular	mon	697	2	nonexistent	1
56	divorced	basic	1	0	telephone	thu	313	2	nonexistent	0
25	single	high.school	1	0	cellular	fri	581	3	failure	0
25	single	high.school	1	0	cellular	mon	23	1	nonexistent	0
33	single	high.school	1	0	cellular	tue	659	1	nonexistent	0
34	married	basic	0	0	cellular	mon	103	1	nonexistent	0
36	single	high.school	1	0	cellular	wed	243	1	failure	0
75	married	university.degree	1	0	cellular	thu	229	1	failure	1
38	married	university.degree	0	1	cellular	fri	79	1	nonexistent	0
56	married	basic	1	0	cellular	wed	102	1	nonexistent	0
58	married	professional.course	0	0	telephone	fri	15	12	nonexistent	0
48	married	university.degree	1	0	cellular	tue	286	1	nonexistent	0
30	married	high.school	1	0	cellular	fri	53	6	nonexistent	0
33	single	university.degree	0	0	cellular	mon	305	2	nonexistent	0
36	married	basic	0	0	cellular	mon	316	2	failure	0
54	single	high.school	1	0	cellular	thu	577	3	nonexistent	0
29	single	high.school	1	0	cellular	fri	90	1	nonexistent	0
28	single	university.degree	1	1	cellular	fri	454	6	failure	0
59	divorced	professional.course	0	0	cellular	wed	69	1	nonexistent	0
45	married	basic	1	0	cellular	tue	427	4	failure	0
32	single	university.degree	1	0	cellular	wed	25	13	nonexistent	0
55	divorced	professional.course	0	1	telephone	wed	217	2	nonexistent	0
29	single	university.degree	0	0	cellular	thu	139	1	nonexistent	0
31	married	professional.course	0	0	telephone	wed	257	2	nonexistent	0
34	married	high.school	1	0	cellular	fri	107	1	nonexistent	0
25	divorced	university.degree	1	0	telephone	mon	214	2	nonexistent	0
35	married	basic	1	0	cellular	thu	105	1	success	0
49	married	basic	1	0	telephone	mon	146	6	nonexistent	0
35	married	basic	1	0	telephone	thu	19	1	nonexistent	0
36	married	university.degree	0	0	cellular	tue	65	1	failure	0
29	single	university.degree	1	1	cellular	thu	281	2	nonexistent	0
24	married	university.degree	0	0	cellular	tue	114	1	nonexistent	0
47	single	university.degree	1	0	cellular	mon	243	4	nonexistent	1
32	married	basic	0	1	cellular	thu	80	4	nonexistent	0
34	single	professional.course	0	0	cellular	mon	468	1	nonexistent	0
34	single	university.degree	0	0	cellular	fri	101	4	failure	0
39	married	professional.course	0	0	telephone	tue	83	2	nonexistent	0
47	married	basic	1	1	cellular	wed	74	6	failure	0
32	married	high.school	1	0	cellular	tue	67	1	nonexistent	0
29	single	university.degree	1	0	cellular	wed	438	1	nonexistent	0
57	married	university.degree	1	0	telephone	fri	12	5	nonexistent	0
49	married	high.school	0	0	cellular	wed	582	1	nonexistent	0
42	married	professional.course	1	0	cellular	thu	721	10	nonexistent	0
29	single	university.degree	1	0	cellular	fri	142	2	nonexistent	0
34	married	professional.course	1	1	telephone	fri	224	3	nonexistent	0
51	divorced	university.degree	1	0	cellular	mon	212	1	nonexistent	0
47	divorced	basic	0	0	cellular	tue	295	1	nonexistent	0
53	married	professional.course	1	0	telephone	mon	247	5	failure	0
28	married	basic	1	0	cellular	mon	236	2	nonexistent	0
27	single	university.degree	1	0	cellular	wed	184	1	failure	1
23	single	university.degree	1	0	cellular	wed	104	1	failure	0
30	single	high.school	0	0	cellular	thu	200	1	failure	0
42	married	basic	1	0	cellular	wed	172	1	nonexistent	0
38	single	university.degree	1	0	telephone	wed	190	2	nonexistent	0
29	married	university.degree	1	1	cellular	mon	245	1	nonexistent	0
44	married	basic	1	0	cellular	wed	31	1	failure	0
